Node,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Genres_cond
"('Knock Me Down', 'Red Hot Chili Peppers')",0.56,0.969,0,-3.629,1,0.054,0.00246,2.78e-06,0.214,0.585,123.954,"alternative rock, funk metal, funk rock, permanent wave, rock",rock
"('Broken English', 'Marianne Faithfull')",0.832,0.485,0,-11.773,1,0.0484,0.0608,0.00588,0.224,0.962,122.349,"british invasion, folk, singer-songwriter",other
"('Someday', 'Nina')",0.556,0.212,6,-11.197,1,0.0406,0.941,0.0,0.0982,0.514,133.392,opm,other
"('Chrome', 'Debbie Harry')",0.548,0.636,4,-12.321,1,0.0625,0.69,0.705,0.215,0.648,139.694,new wave pop,pop
"('Dirty Diana', 'Michael Jackson')",0.741,0.799,3,-4.56,1,0.062,0.239,0.000795,0.421,0.348,131.383,"r&b, soul",r&b
"('Mirrors', 'Justin Timberlake')",0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,"dance pop, pop",pop
"('Wake Me Up', 'Avicii')",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,"dance pop, edm, pop, pop dance",pop
"('Euphoria', 'Usher')",0.594,0.771,1,-6.2,1,0.0445,0.124,3.32e-05,0.0854,0.423,127.942,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",rap
"('Only Girl', 'Rihanna')",0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.918,"barbadian pop, pop, urban contemporary",pop
"('Masterpiece', 'Madonna')",0.535,0.58,6,-7.009,1,0.0543,0.00229,0.0177,0.12,0.377,173.946,"dance pop, pop",pop
"('Bang Bang Bang', 'Mark Ronson')",0.734,0.822,7,-2.446,1,0.047,0.0186,0.000146,0.283,0.898,92.935,pop soul,pop
"('Love That Girl', 'Raphael Saadiq')",0.71,0.674,1,-5.393,1,0.0352,0.0136,1.73e-05,0.0366,0.7,124.033,"funk, neo soul, soul",r&b
"('Tu Recuerdo', 'Ricky Martin')",0.4,0.82,0,-5.235,0,0.103,0.502,0.0,0.712,0.398,83.415,"latin pop, mexican pop, puerto rican pop",latin
"(""I Don't Believe In Love"", 'Queensryche')",0.562,0.991,7,-2.654,1,0.0745,0.0373,1.14e-05,0.425,0.266,118.004,"album rock, glam metal, hard rock, metal, progressive metal, us power metal",rock
"('Einstein', 'Kelly Clarkson')",0.64,0.796,3,-4.016,0,0.0302,0.0694,0.0,0.42,0.77,96.982,"dance pop, pop, talent show",pop
"('All She Wants to Do Is Dance', 'Don Henley')",0.707,0.695,7,-7.165,1,0.0301,0.022,0.0,0.0927,0.839,115.099,"album rock, classic rock, mellow gold, singer-songwriter, soft rock, yacht rock",rock
"('DNA', 'Little Mix')",0.535,0.711,3,-4.898,0,0.0541,0.0336,3.35e-05,0.0722,0.294,140.928,"girl group, pop, talent show, uk pop",pop
"('I Get Around', 'The Beach Boys')",0.389,0.626,9,-7.813,0,0.0541,0.366,0.0,0.0663,0.514,144.337,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",rock
"('Violet Hill', 'Coldplay')",0.33,0.58,1,-7.875,0,0.0374,0.0614,0.00129,0.115,0.11,76.093,"permanent wave, pop",pop
"('Heart Skipped a Beat', 'The xx')",0.825,0.347,11,-13.148,1,0.0504,0.554,0.813,0.0893,0.511,122.742,"downtempo, dream pop, indietronica",pop
"(""When I'm Gone"", 'Simple Plan')",0.468,0.779,7,-7.792,0,0.0355,0.00145,0.0,0.0512,0.698,80.518,"canadian pop punk, canadian punk, canadian rock, modern rock, neon pop punk, pop punk, pop rock",pop
"('Lose Yourself', 'Eminem')",0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,"detroit hip hop, hip hop, rap",rap
"('The Love Song', 'Marilyn Manson')",0.479,0.974,2,-4.837,1,0.116,4.15e-05,1.52e-05,0.861,0.222,140.359,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"(""Doesn't Really Matter"", 'Janet')",0.771,0.796,5,-3.081,0,0.076,0.0993,0.00278,0.0981,0.801,99.316,"dance pop, r&b, urban contemporary",pop
"('Drive', 'The Cars')",0.261,0.703,6,-7.871,1,0.0414,0.115,0.00078,0.102,0.405,83.495,"album rock, classic rock, hard rock, mellow gold, new romantic, new wave, new wave pop, permanent wave, power pop, rock, singer-songwriter, soft rock, synthpop",rock
"('I Bet', 'Ciara')",0.743,0.618,8,-7.227,1,0.0732,0.076,0.0,0.0731,0.285,129.034,"dance pop, hip pop, pop, r&b, urban contemporary",pop
"('Flume', 'Bon Iver')",0.448,0.143,11,-17.012,1,0.0328,0.929,0.0356,0.109,0.0873,132.829,"chamber pop, eau claire indie, indie folk, melancholia, modern rock",pop
"(""Who'd Have Known"", 'Lily Allen')",0.662,0.624,10,-7.552,1,0.0408,0.468,1.42e-05,0.109,0.524,83.979,"dance pop, electropop, neo mellow",pop
"('So Seductive', 'Tony Yayo')",0.586,0.881,8,-3.208,1,0.232,0.2,0.0,0.0676,0.647,96.651,"dirty south rap, hip hop, queens hip hop",rap
"(""My Bucket's Got a Hole in It"", 'Hank Williams')",0.649,0.357,4,-11.968,1,0.0312,0.803,6.27e-05,0.106,0.929,146.165,"country, honky tonk, traditional country, yodeling",country
"(""Walkin' on the Sun"", 'Smash Mouth')",0.745,0.972,6,-5.598,1,0.0316,0.346,0.0,0.148,0.968,123.067,"pop rock, post-grunge",pop
"('Change', 'Deftones')",0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,"alternative metal, nu metal, rap metal, rock, sacramento indie",rock
"('Every Breath You Take', 'The Police')",0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,"album rock, classic rock, permanent wave, rock",rock
"('Brave', 'Sara Bareilles')",0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,"acoustic pop, lilith, neo mellow, pop rock, post-teen pop",pop
"('This', 'Darius Rucker')",0.625,0.826,4,-5.037,1,0.0325,0.121,0.0,0.158,0.699,99.919,"black americana, contemporary country, country, country road",country
"('Beds Are Burning', 'Midnight Oil')",0.753,0.427,0,-11.112,1,0.0387,0.00787,0.00065,0.058,0.295,119.18,"australian rock, new romantic",rock
"('Such Great Heights', 'The Postal Service')",0.644,0.808,5,-7.268,1,0.0513,0.0467,0.187,0.0652,0.175,174.98,"chamber pop, indie rock, indietronica, seattle indie",pop
"('Into Dust', 'Mazzy Star')",0.418,0.132,7,-18.839,1,0.0351,0.94,0.146,0.113,0.12,168.772,"dream pop, melancholia, shoegaze, slowcore",pop
"('Billionaire', nan)",0.711,0.817,5,-3.792,0,0.158,0.144,0.0,0.0713,0.892,160.028,,other
"('Everybody Wants To Rule The World', 'Tears For Fears')",0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,"new romantic, new wave, new wave pop, permanent wave, rock, sophisti-pop, synthpop",pop
"(""Wearin' That Loved on Look"", 'Elvis Presley')",0.577,0.474,5,-14.117,1,0.0378,0.424,0.0125,0.125,0.827,121.386,"rock-and-roll, rockabilly",rock
"('Both Sides Now', 'Judy Collins')",0.352,0.3,8,-9.282,1,0.0301,0.413,0.0,0.1,0.295,58.686,"american folk revival, folk, folk rock, mellow gold, singer-songwriter",rock
"('Womanizer', 'Britney Spears')",0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,"dance pop, pop",pop
"('No Reflection', 'Marilyn Manson')",0.653,0.888,11,-5.614,1,0.0426,0.000207,0.0249,0.16,0.513,128.004,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"('Into The Night', 'Super Furry Animals')",0.53,0.901,7,-5.134,1,0.102,0.00207,0.00631,0.097,0.706,87.996,"britpop, welsh indie, welsh rock",pop
"('Beautiful Life', 'Ace Of Base')",0.749,0.988,0,-5.266,0,0.0387,0.202,0.00631,0.17,0.749,135.015,"eurodance, europop, new wave pop",pop
"('Inside Out', 'Shara Nelson')",0.539,0.0485,1,-18.923,0,0.0407,0.965,7.59e-05,0.191,0.234,171.933,,other
"('One', 'Swedish House Mafia')",0.802,0.781,0,-6.564,1,0.0368,0.0075,0.825,0.147,0.622,125.026,"edm, pop dance, progressive electro house",edm
"(""D'Yer Mak'er"", 'Led Zeppelin')",0.525,0.929,9,-8.56,0,0.0784,0.262,2.9e-05,0.0754,0.556,163.503,"album rock, classic rock, hard rock, rock",rock
"('You Spin Me Round', 'Dead or Alive')",0.554,0.963,6,-3.762,0,0.035,0.000244,0.0702,0.431,0.918,128.175,"hi-nrg, new romantic, new wave pop, synthpop",pop
"('Once in a Lifetime', 'Talking Heads')",0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,"alternative rock, art punk, dance rock, funk rock, new wave, permanent wave, post-punk, rock, zolo",rock
"('Nobody', 'Shara Nelson')",0.73,0.489,10,-14.013,0,0.199,0.0912,0.0807,0.109,0.62,81.088,"boston hip hop, east coast hip hop, jazz rap",rap
"('Lucky Day', 'Nicola Roberts')",0.602,0.774,2,-5.071,0,0.048,0.00674,0.000452,0.308,0.446,126.018,talent show,other
"('Yeah 3x', 'Chris Brown')",0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,"r&b, rap",r&b
"('Stockholm Syndrome', 'Blink 182')",0.401,0.981,0,-4.926,1,0.0876,0.00842,3.23e-05,0.106,0.484,173.182,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",rock
"('Crazy Little Thing Called Love', 'Queen')",0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,"classic rock, glam rock, rock",rock
"('Whatever You Want', 'Status Quo')",0.552,0.549,2,-11.396,1,0.0447,0.853,0.00454,0.183,0.42,122.528,"blues rock, british blues, glam rock",rock
"('Perdido Sin Ti', 'Ricky Martin')",0.56,0.568,6,-9.111,1,0.029,0.246,0.00022,0.139,0.374,166.568,"latin pop, mexican pop, puerto rican pop",latin
"('The Brazilian', 'Genesis')",0.592,0.825,11,-9.129,0,0.0478,0.0576,0.887,0.178,0.338,120.014,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",rock
"('Firenze Sogna', 'Giuseppe Di Stefano')",0.253,0.186,7,-16.807,1,0.0382,0.48,0.00108,0.161,0.106,114.538,"canzone napoletana, classical tenor, italian tenor, opera",classical
"('Juicy', 'Notorious B.I.G.')",0.889,0.818,9,-4.639,1,0.253,0.47,0.0,0.179,0.782,96.063,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",rap
"('Go Your Own Way', 'Fleetwood Mac')",0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,"album rock, classic rock, rock, soft rock, yacht rock",rock
"('Nights In White Satin', 'The Moody Blues')",0.195,0.483,4,-4.991,0,0.03,0.465,0.497,0.0686,0.173,84.71,"album rock, art rock, british invasion, classic rock, country rock, flute rock, folk rock, mellow gold, progressive rock, rock, singer-songwriter, soft rock, symphonic rock",rock
"('Tengo Un Amor', 'Toby Love')",0.78,0.608,8,-5.674,1,0.0348,0.592,0.0,0.158,0.91,134.045,"bachata, reggaeton",other
"('Dance Hall Days', 'Wang Chung')",0.664,0.589,0,-14.415,1,0.0406,0.259,0.00587,0.221,0.54,102.74,"new romantic, new wave pop, synthpop",pop
"('Fall on Me', 'R.E.M.')",0.432,0.852,0,-4.865,1,0.0473,0.0711,0.000391,0.155,0.596,118.256,"alternative rock, athens indie, permanent wave, rock",rock
"('Wooden Pints', 'Korpiklaani')",0.356,0.827,0,-4.759,1,0.0451,0.000471,6.63e-05,0.313,0.491,175.262,"finnish metal, folk metal, nordic folk metal, power metal, symphonic metal, viking metal",rock
"('The Lady Lies', 'Genesis')",0.247,0.827,8,-6.065,1,0.044,0.0177,4.5e-05,0.0644,0.608,146.951,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",rock
"('Seasons Change', 'Exposé')",0.571,0.494,9,-13.169,0,0.0285,0.252,0.00078,0.318,0.601,174.186,"freestyle, new wave pop",pop
"('Dreaming', 'Blondie')",0.293,0.92,2,-3.377,1,0.0562,0.0048,0.000199,0.122,0.673,161.846,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",pop
"('Blow', 'Ke$ha')",0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,"dance pop, pop",pop
"('We Fly High', 'Jim Jones')",0.682,0.799,1,-6.58,1,0.293,0.0791,0.0,0.0929,0.479,120.173,"gangster rap, harlem hip hop, trap",rap
"('Virtual Insanity', 'Jamiroquai')",0.662,0.949,6,-4.758,1,0.108,0.128,0.0,0.135,0.516,91.954,dance pop,pop
"('Hasta Que Te Conocí', 'Juan Gabriel')",0.322,0.214,2,-15.949,0,0.0345,0.609,0.0,0.161,0.218,172.395,"cancion melodica, latin pop, mariachi, musica mexicana, ranchera",latin
"('Stronger', 'Britney Spears')",0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,"dance pop, pop",pop
"('Take It Off', 'Kesha')",0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,"dance pop, pop",pop
"('Gleaux', 'Dawn Richard')",0.653,0.774,8,-8.315,0,0.0337,0.0187,0.0702,0.158,0.435,122.017,"afrofuturism, alternative r&b",r&b
"('Cockiness', 'Rihanna')",0.673,0.773,8,-7.099,1,0.0577,0.00118,0.000611,0.148,0.266,124.999,"barbadian pop, pop, urban contemporary",pop
"('In Walked Bud', 'Thelonious Monk Quartet')",0.512,0.274,5,-18.993,0,0.0452,0.795,0.00242,0.554,0.737,103.147,"bebop, contemporary post-bop, hard bop, jazz, jazz quartet",jazz
"('Destiny', 'Zero 7')",0.63,0.576,7,-9.046,0,0.0304,0.217,0.686,0.129,0.471,138.009,"downtempo, electronica, trip hop",edm
"('Kooks', 'David Bowie')",0.606,0.278,9,-17.746,1,0.0378,0.501,0.0,0.121,0.694,127.163,"art rock, classic rock, glam rock, permanent wave, rock",rock
"('Moody', 'ESG')",0.811,0.499,8,-11.847,0,0.08,3.51e-05,0.788,0.0896,0.4,122.813,"dance-punk, experimental pop, no wave, post-punk",pop
"('Work', 'Ciara')",0.891,0.893,2,-5.808,1,0.111,0.0195,0.00186,0.262,0.774,122.03,"dance pop, hip pop, pop, r&b, urban contemporary",pop
"('Scream', 'Kelis')",0.731,0.718,10,-4.089,1,0.0286,0.0305,0.0,0.286,0.236,127.956,"dance pop, hip pop, neo soul, urban contemporary",pop
"('Space Invaders Are Smoking Grass', 'I-F')",0.63,0.662,10,-9.652,0,0.0491,0.00189,0.909,0.111,0.324,132.165,"electro, electroclash, nu electro, outsider house",edm
"('I Know You Want Me', 'Pitbull')",0.817,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,"dance pop, miami hip hop, pop",pop
"('Only Happy When it Rains', 'Garbage')",0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,"alternative rock, dance rock, electronic rock, permanent wave",rock
"('Wallace', 'Azealia Banks')",0.725,0.47,2,-8.602,1,0.137,0.00397,1.41e-05,0.52,0.531,129.868,"escape room, hip house, lgbtq+ hip hop, trap queen",rap
"('Creeping Death', 'Metallica')",0.31,0.977,6,-5.478,0,0.164,0.000219,0.273,0.0785,0.179,100.626,"hard rock, metal, old school thrash, rock, thrash metal",rock
"('Welcome to New York', 'Taylor Swift')",0.76,0.602,7,-4.871,1,0.0316,0.00661,0.000133,0.325,0.685,116.989,pop,pop
"(""C'Mon"", 'Ke$ha')",0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,"dance pop, pop",pop
"('Rescue Me', 'Madonna')",0.725,0.652,1,-10.017,1,0.05,0.0203,6.77e-05,0.108,0.355,117.945,"dance pop, pop",pop
"('Michael Caine', 'Madness')",0.675,0.871,0,-8.46,1,0.0375,0.607,0.000256,0.17,0.749,127.42,"britpop, new romantic, new wave, ska, ska revival",pop
"('No Exit', 'Blondie')",0.397,0.797,2,-5.43,0,0.0766,0.0433,0.0,0.115,0.285,171.932,"candy pop, new wave pop, permanent wave, power pop, rock, synthpop",pop
"('Dancing Days', 'Led Zeppelin')",0.556,0.855,0,-6.901,1,0.0403,0.174,0.00381,0.261,0.721,117.248,"album rock, classic rock, hard rock, rock",rock
"('New Perspective', 'Panic at the Disco')",0.366,0.845,7,-5.826,1,0.118,0.00339,0.0,0.197,0.545,164.024,pop,pop
"('Deep In The Motherlode', 'Genesis')",0.274,0.756,0,-7.3,1,0.0393,0.00281,0.0128,0.332,0.357,128.57,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",rock
"('You Are Not Alone', 'Michael Jackson')",0.651,0.402,11,-9.303,1,0.028,0.639,7.73e-05,0.0765,0.258,119.873,"r&b, soul",r&b
"('Fire In My Heart', 'Super Furry Animals')",0.452,0.315,4,-6.857,1,0.031,0.543,6.55e-06,0.353,0.364,130.549,"britpop, welsh indie, welsh rock",pop
"('The Ocean', 'Led Zeppelin')",0.401,0.56,9,-8.7,1,0.0612,0.08,0.0121,0.361,0.735,88.256,"album rock, classic rock, hard rock, rock",rock
"('Roar', 'Katy Perry')",0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,pop,pop
"('Mad About You', 'Hooverphonic')",0.465,0.844,1,-4.352,0,0.0379,0.00109,0.399,0.0865,0.155,170.358,"downtempo, electronica, trip hop",edm
"('Maybellene', 'Chuck Berry')",0.756,0.768,0,-10.701,1,0.112,0.735,0.0,0.182,0.783,118.208,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",rock
"('Shame For You', 'Lily Allen')",0.695,0.711,4,-5.706,0,0.0642,0.0254,0.000125,0.304,0.615,147.982,"dance pop, electropop, neo mellow",pop
"('Ligaya', 'Eraserheads')",0.559,0.614,4,-11.547,0,0.0768,0.415,0.0,0.139,0.662,124.907,"opm, pinoy reggae",other
"('Again', 'Flyleaf')",0.42,0.974,5,-3.737,1,0.1,0.00018,0.0,0.355,0.459,156.046,"alternative metal, christian alternative rock, nu metal, post-grunge",rock
"('Put It In A Love Song', 'Alicia Keys')",0.634,0.689,8,-7.904,1,0.285,0.0793,0.0,0.296,0.653,184.87,"neo soul, pop, r&b",r&b
"('Dormir Contigo', 'Luis Miguel')",0.472,0.479,2,-8.44,1,0.0318,0.396,0.0,0.0958,0.117,69.097,"bolero, latin pop",latin
"('Someone', 'Kelly Clarkson')",0.578,0.651,8,-6.924,1,0.0424,0.368,0.0,0.103,0.0931,127.967,"dance pop, pop, talent show",pop
"('The Harold Song', 'Ke$ha')",0.616,0.59,7,-5.548,1,0.0294,0.0893,0.0,0.0883,0.198,110.022,"dance pop, pop",pop
"('Rehab', 'Amy Winehouse')",0.407,0.558,0,-13.609,1,0.0552,0.0537,1.42e-06,0.34,0.777,71.815,"british soul, neo soul",r&b
"('Keep Holding On', 'Avril Lavigne')",0.162,0.786,7,-2.353,1,0.038,0.0374,0.0,0.143,0.138,161.192,"canadian pop, candy pop, dance pop, pop",pop
"('Seven Doors Hotel', 'Europe')",0.243,0.891,4,-12.339,0,0.0713,5.06e-05,7.52e-06,0.298,0.446,83.743,"album rock, glam metal, hard rock, rock, swedish hard rock, swedish melodic rock",rock
"('Title', nan)",0.738,0.831,2,-6.213,1,0.221,0.278,0.0,0.452,0.493,97.908,"hip hop, pop rap",rap
"('Silence', 'Delerium')",0.602,0.847,11,-5.998,0,0.0588,0.00887,0.0308,0.0622,0.0871,138.037,gregorian dance,other
"('Happy', nan)",0.498,0.796,8,-4.882,1,0.0453,0.607,0.0,0.3,0.906,79.648,"adult standards, brill building pop, bubblegum pop, easy listening, rockabilly, soft rock",pop
"('Up in the Air', 'Thirty Seconds to Mars')",0.483,0.862,11,-3.864,0,0.0857,0.00577,0.0,0.227,0.449,124.025,"modern rock, post-grunge",rock
"('Zombie', 'The Cranberries')",0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,"irish rock, pop rock, rock",rock
"(""Don't Tell Me"", 'Madonna')",0.699,0.618,7,-7.338,1,0.0594,0.0502,0.000925,0.0914,0.679,99.965,"dance pop, pop",pop
"('Last Caress', 'Misfits')",0.33,0.906,0,-9.607,1,0.0513,0.533,0.0208,0.15,0.418,91.186,"horror punk, new jersey hardcore, new jersey punk, punk",other
"('Harlem Shake', 'Baauer')",0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,"electro house, electronic trap",edm
"('Let Me Love You', 'Ne-Yo')",0.657,0.676,5,-6.633,1,0.0393,0.245,0.0,0.368,0.246,124.904,"dance pop, pop, r&b, urban contemporary",pop
"('Speed of Sound', 'Coldplay')",0.514,0.898,11,-6.765,0,0.0577,0.00488,0.0345,0.0746,0.353,123.067,"permanent wave, pop",pop
"('Run Devil Run', ""Girls' Generation"")",0.687,0.888,11,-2.725,0,0.146,0.0596,2.14e-05,0.181,0.791,64.927,"k-pop, k-pop girl group",k-pop
"('Work', 'Jimmy Eat World')",0.544,0.914,8,-3.614,1,0.0597,0.00575,0.0,0.192,0.352,115.057,"alternative metal, alternative rock, emo, modern power pop, modern rock, neon pop punk, pop punk, pop rock, post-grunge, punk, rock",rock
"('Both Sides Now', 'Carly Rae Jepsen')",0.686,0.747,6,-6.013,1,0.214,0.0203,5.24e-05,0.124,0.722,124.071,"canadian pop, dance pop, pop",pop
"('Ramble On', 'Led Zeppelin')",0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,"album rock, classic rock, hard rock, rock",rock
"('All Summer Long', 'Kid Rock')",0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,nu metal,rock
"('Butterfly', 'Mariah Carey')",0.535,0.523,2,-7.601,1,0.0312,0.603,0.0,0.0943,0.17,107.889,"dance pop, pop, urban contemporary",pop
"('Rough With The Smooth', 'Shara Nelson')",0.65,0.717,8,-10.716,0,0.119,0.039,0.000103,0.369,0.263,98.029,,other
"('Voodoo Child', 'Jimi Hendrix Experience')",0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,"acid rock, album rock, alternative rock, classic rock, hard rock, proto-metal, psychedelic rock, rock",rock
"('The Scientist', 'Coldplay')",0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,"permanent wave, pop",pop
"('Eyes Without a Face', 'Billy Idol')",0.54,0.816,9,-6.197,1,0.0421,0.0177,0.00226,0.276,0.658,85.563,"album rock, classic rock, dance rock, hard rock, new romantic, new wave, new wave pop, rock, soft rock",rock
"('In Another Way', 'My Bloody Valentine')",0.416,0.821,1,-14.309,1,0.101,0.00395,0.947,0.455,0.168,118.303,"alternative rock, dream pop, irish shoegaze, noise pop, shoegaze",pop
"(""Parents Just Don't Understand"", 'DJ Jazzy Jeff & The Fresh Prince')",0.819,0.624,11,-14.076,1,0.212,0.039,0.0,0.101,0.802,88.154,"golden age hip hop, old school hip hop, philly rap",rap
"(""Don't You Wanna Stay"", 'Jason Aldean')",0.445,0.631,11,-4.798,1,0.0305,0.129,0.0,0.0911,0.152,143.85,"contemporary country, country, country road, modern country rock",country
"('No Air', 'Jordin Sparks & Chris Brown')",0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,"dance pop, pop, post-teen pop, urban contemporary",pop
